id,advantage,city,education,industry,label,position_detail,position_name,salary,size,stage,work_year
758,"优秀队友,双休不打卡,包午餐零食,技术氛围好",深圳,本科,移动互联网,"'股票期权', '带薪年假', '不打卡', '扁平管理'",职位描述：福利：包午餐，双休不打卡，五险一金，激励股权，带薪年假，年底三薪，免费零食，团队出游...?职位描述：-引导项目总体开发优化和深化-负责项目机器学习/深度学习-参与核心算法的开发和优化职位要求：-计算机科学机器学习方向-算法基础优异-有机器学习方向工作经历优先-有海外工作经验优先————————————————?以下题目是我们对候选人进行初筛的考量标准之一，如果您感兴趣，请把答案反馈给我们：?逻辑回归（LR）和支持向量机（SVM）两者原理上的差异和优劣对比，例如在什么情况下使用LR更好，为什么？?（因内容发布限制，请向职位发布者索取我们的收信邮箱，或在主页公司简介文字里获取邮箱，我们期待你的来信。）,机器学习工程师,37500,50-150人,A轮,1-3年
759,部门风控技术先进，学习发展机会多,深圳,硕士,金融,"'股票期权', '年终分红', '绩效奖金', '带薪年假'","职位描述：岗位职责?1、通过对大量结构化及非结构化数据的处理挖掘新预测量及模式;?2、预测模型开发。数据准备，训练，测试，评估到最终实施支持等各个阶段的参与;?3、性能监控及校验；报告自动化;?4、决策优化发展建议;?5、模型文档的开发及维护;?6、其他专项分析及ETL任务。?任职要求1、?硕士及以上学历2、?两年使用机器学习建模的工作经验。2、使用R或者Python中各种ML软件框架的经验;3、较强的SQL技能;4、良好的英语书面及口头表达能力;?具备以下技能及经验可优先考虑：?1、?统计、计算机科学、物理、计量金融等专业2、熟悉文本挖掘3、熟悉非结构化数据处理，HadoopEcosystem,Shinyserver,PL-SQL,SASminer,Weka经历;4、有Kaggle或者类似竞赛记录。",机器学习工程师,22500,2000人以上,不需要融资,1-3年
760,"免费早午餐,15天年假,早晚班车,发展空间大",北京,不限,移动互联网,"'产品领先行业', '关注学习本源', '明星跨界团队', '股票期权'",职位描述：这是一家有理想的公司。数年一日，坚持梦想，精雕细琢，科学有趣，只为让每个孩子享受到更好的教育。这是一家有底线的公司。周末双休，弹性工作；敏捷开发，自由平等；早午美食，时令水果；五险一金，定期体检……只有你可以高兴地活跃，我们的用户才会满意地留存。这是一家希望你能过得更好的公司，职位发展路线清晰，固定时间能力培养，鼓励动手实现梦想。Hackathon/Datathon让你代码写到爽，Safaribook/Coursera/Datacamp各种资源随时随地为你提供。只有你加技能点，我们才会更强大。在这家公司，你可以：实现、优化并落地面向商业化落地的统计机器学习项目参与洋葱数学人工智能的决策讨论，亲身加入到人工智能提升教育质量的策略与算法设计独立或协助完成题目识别、学习策略规划、内容推送、自动化适应性测试等项目监测模型训练进度，优化机器学习参数协助后端及大数据开发团队对机器学习模型产品化落地请回答如下问题：自己是否熟练掌握常见的统计机器学习算法，并有扎实的统计学习模型工程化实现能力？自己能否自如建模，以及修改、优化现有模型？自己是否在在线教育或相关领域做过机器学习？能否就在线教育领域常见问题场景提出独到的解决方案和机器学习策略？自己是否理解深度学习常见参数的意义，知道如何调参？自己是否愿意认真地、踏实细心、有责任感地工作，并且乐于沟通交流和分享？如果你对这些问题的答案都是「True」，那么这家公司就是在等你！有道是好花不常开，好景不常在，好职位也会于不知不觉间偷偷溜走。还犹豫什么？赶快把简历发给我们吧！,机器学习工程师,24000,150-500人,C轮,不限
761,"人才画像,成熟团队",深圳,硕士,电子商务,"'带薪年假', '绩效奖金', '大型员工活动', '节日关怀'","职位描述：职位要求1、设计/开发/验证机器学习模型来解决实际问题；2、收集/标记/维护项目相关的数据集；3、根据业务需求编写原型测试代码进行机器学习方向效果试验，参数调整和数据收集。任职资格1、熟悉机器学习技术，开发过机器学习模型，能解决现实问题；2、扎实的计算机基本功及数学基础，熟练运用各种常用算法，熟悉知识图谱、文本分析、复杂分类器中至少一个问题的解决方案；3、有清理和整理大量数据的经验；4、熟练使用以下编程语言中的至少一种：Java,?python、Scala；5、精通基本的机器学习技术；6、2年以上机器学习相关领域工作经验；7、熟悉机器学习常类库（如：Numpy，Pandas,?Scikit-Learn,?Tensorflow，PyTorch?等）；8、熟悉常用的开发工具和平台（如：Linux,?Docker,?Git,?Jenkins等）；9、计算机专业或相关领域本科学历（及以上）。",机器学习工程师,22500,150-500人,不需要融资,1-3年
763,"海归大牛团,扁平化管理,极客氛围,六险一金",北京,本科,企业服务,"'带薪年假', '专项奖金', '绩效奖金', '弹性工作'","职位描述：职责描述1.利用数据挖掘、机器学习相关算法，解决核心业务需求；2.对海量数据进行featureselection,combination等featureengineering工作；3.模型的验证，改进与优化?；4.将验证的模型进行工程化或指导开发人员进行工程化。职位要求1、211/985、硕士、博士，扎实的机器学习、数据挖掘、统计学理论基础；2、精通常见机器学习算法（如逻辑回归、SVM、神经网络、决策树、贝叶斯等），有实际建模经验，掌握深度学习算法优先；3、具有扎实的计算机操作系统、数据结构等编程基础，精通至少一门编程语言例如JAVA/python/R等；4、熟悉Map-Reduce模型，对Hadoop、Spark、Storm等大规模数据存储与运算平台有实践经验优先。5、熟悉NoSQL数据库，有mongodb数据库使用经验者优先。",数据挖掘工程师,30000,150-500人,A轮,1-3年
764,"优秀团队,人工智能,无人机",杭州,硕士,硬件,"'智能硬件', '弹性工作', '五险一金', '股票期权'","职位描述：岗位职责：该职位致力于结合机器学习以及深度学习技术来打造最智能的机器人，包括但不限于：传统目标检测算法（Haar+adaboost,LBP+adaboost,HOG+svm等等），传统目标跟踪算法（TLD，Struck，kcf等等），基于深度学习的目标检测算法，基于深度学习的目标跟踪算法等等。?岗位要求：2年以上机器学习相关项目经验；在机器学习或者深度学习领域的某个方向有深入的研究及个人的见解，譬如，svm算法，adaboost算法，CNN识别等等扎实的数学和计算机功底；至少精通一门编程语言：C/C++,java,python,matlab,???R等均可头脑灵活，有很强的学习能力和解决问题的能力；永远具有好奇心，为各种未知和挑战而兴奋本科及以上学历有在高质量期刊或平台发表过计算机视觉或者机器学习领域论文加分有相关领域竞赛获奖者加分",机器学习工程师,30000,50-150人,A轮,1-3年
765,"优秀团队,人工智能,无人机",杭州,硕士,硬件,"'智能硬件', '弹性工作', '五险一金', '股票期权'","职位描述：岗位职责：该职位致力于结合机器学习以及深度学习技术来打造最智能的机器人，包括但不限于：传统目标检测算法（Haar+adaboost,LBP+adaboost,HOG+svm等等），传统目标跟踪算法（TLD，Struck，kcf等等），基于深度学习的目标检测算法，基于深度学习的目标跟踪算法等等。?岗位要求：2年以上机器学习相关项目经验；在机器学习或者深度学习领域的某个方向有深入的研究及个人的见解，譬如，svm算法，adaboost算法，CNN识别等等扎实的数学和计算机功底；至少精通一门编程语言：C/C++,java,python,matlab,???R等均可头脑灵活，有很强的学习能力和解决问题的能力；永远具有好奇心，为各种未知和挑战而兴奋本科及以上学历有在高质量期刊或平台发表过计算机视觉或者机器学习领域论文加分有相关领域竞赛获奖者加分",机器学习工程师,30000,50-150人,A轮,1-3年
766,"带薪年假,绩效奖金,五险一金",上海,博士,医疗健康,,"职位描述：教育背景：?博士及以上学历，计算机，应用数学，统计学及相关专业岗位要求：?深入理解各种机器学习算法的原理，如深层神经网络，支持向量机，随机森林等。?对实际问题建立模型并评估最优的解决方法。?基于机器学习的框架如Tensorflow,Caffe等快速开发原型验证和优化算法，熟悉Python，R或Matlab编程?能理解最新的学术论文并加以实现以下经验会是加分项：?有医疗或健康管理行业大数据分析经验?有图像处理算法开发经验?有Spark，MapReduce等框架使用经验其他技能：?有独立工作能力和团队合作精神。?自我驱动，有责任感和创新意识，有开阔的视野和胸怀。?良好的沟通能力职责：?分析医疗，健康数据并设计，优化相关机器学习算法。",机器学习工程师,38500,15-50人,不需要融资,3-5年
767,"战略业务,重点业务,足够空间,薪酬领先",北京,硕士,移动互联网,"'快速成长', '免费班车', '扁平管理', '技能培训'","职位描述：岗位职责：1、负责小米内容生态建设,分析提取蜘蛛抓取数据，建立内容生态。任职要求：1、统招本科及以上学历，3年以上数据相关经验；2、熟悉Linux系统，掌握C++javaPython等语言；3、熟悉html,dom树，xpath,css等，了解webkit内核，熟悉网页信息抽取技术，有大规模网页信息抽取经验优先;4、熟悉新闻识别，抽取，分类，肖重，质量判别，标签提取等相关技术;5、了解svm，cnn，lstm等机器学习技术，有work2vec，fasttext等相关使用经验优先。",机器学习工程师,40000,2000人以上,D轮及以上,3-5年
768,"福利好,外资,平台大",上海,本科,金融,"'带薪年假', '定期体检', '管理规范'","职位描述：JobDescriptionWearelookingforascientisttoresearchandrealizethealgorismbasedontaxbigdata,leadtheresearchandinnovationinmachinelearning,tapthebusinesspotentialusingtechnologytoanalysedataandadvanceproductexperience.Responsibilities?Responsibleforbusiness-relatedalgorithmdesign,development,performanceoptimizationandunittesting.?Buildupmodelstoanalysetaxrelateddatatofigureoutthetaxriskandpredictremedyforimprovementusingmachinelearningtechnology.?Conductin-depthdataanalysestodriveanddeliverinsightstohelpclientmakestrategicdecision(simulation).?Implementdatescienceanddataminingtechniquestosolvebusinessproblems?Workwithengineeringteams,supportthemtoleveragevarioustoolstoautomatemodelsandreports.SkillsandQualifications?Enjoysoftwaredesignandcoding,iscapabletoresearchandtolearncontinuously;hasstronginterestandcuriosityoftechnology.?Goodteamplayerwithcan-doattitude,problemorientedandabletooperateindividually?3+yearsofworkingexperience,deepunderstandingofdataarchitectandalgorismdesign;isfamiliarwithscripting,C++,C#,Java,Python,etc.?Experienceorspecialtyinanyofthefollowingispreferred–datamining,machinelearning,acousticsignalprocessing,imageprocessing,naturallanguageprocessingordeeplearning.?Excellentanalyticalskillsandproblemsolvingskills,sensitivetodata,candidatewithexperienceofbigdataifpreferred.?Familiarwithclassicmachinelearningalgorithms(e.g.k-NN,SVM,Decisiontree/forest,etc.),experiencewithnaturallanguageprocessing(NLP)isaplus.",机器学习工程师,30000,2000人以上,不需要融资,3-5年
769,快上市,杭州,本科,移动互联网,"'php', 'js', 'mysql', 'html5'",职位描述：岗位职责1、机器学习平台研发，工程化设计，框架封装、开发、调优2、业务需求分析，模型分析、调试和优化任职条件1.?5年以上工作经验，其中3年以上机器学习项目经验，数据挖掘或数学背景为佳；????2.?熟悉机器学习整个研发流程，对常用机器学习算法、特征工程、训练理解深刻；????3.?深刻理解常用机器学习算法（分类，聚类，回归，预测），及适用场景；????4.?熟练运用Python/C++/Java等进行算法实现；熟练运用sklearn等机器学习框架；能从算法和系统上进行调优；????5.?有电商、广告、金融、电信等行业机器学习项目研发经验，如广告预测、反欺诈、营销预测等；????6.?有一定业务分析能力，良好的框架思维和模型抽象能力；加分项：????1.有Haddop，Spark等大数据环境开发或机器学习实践经验优先；????2.机器学习相关竞赛获奖，或开源项目经验者优先；,机器学习工程师,44000,500-2000人,未融资,3-5年
770,"AI技术,精英团队,扁平管理,弹性工作制",上海,硕士,金融,,"职位描述：职位描述：1.????负责机器学习和深度学习模型的算法研发、优化和效能评估等工作；2.????负责对机器学习、深度学习系统的集群方案进行研发、优化；3.????建立并持续提升面向金融行业的机器学习的系统方案，研发高性能、可扩展、高可靠的金融智能云解决方案。职位要求：1.????本科或以上学历，有扎实的编程功底；2.????熟练掌握常用数据库与大数据处理技术的应用开发，熟练使用SQL，至少熟悉使用python，R，scala，golang其中一种；3.????熟悉Linux系统，熟悉docker,mesos，kubenetes等容器解决方案，有一定的实战经验；4.????对统计机器学习算法有一定的研究，对不同类型的模型算法的适用场景及其优缺点有较为深入的了解；5.????具有良好的沟通能力，良好的数据意识、对结合产品实现数据价值以及结果可重复有执着的追求。优先条件：1.????具有大规模并行计算或分布式机器学习系统构建优化经验优先；2.????掌握主流的深度学习框架技术，包括tensorflow，keras等等，对系统实现有深入了解，有相关开源项目commit优先。?",机器学习工程师,22500,50-150人,B轮,3-5年
771,能够充分发挥你得才能，钱多，加班少,杭州,本科,移动互联网,"'年底双薪', '专项奖金', '股票期权', '五险一金'",职位描述：机器学习研发部-信息流团队招聘【我们做什么】我们隶属于微博研发中心机器学习研发部，我们组主要负责关注流的排序（扔砖的时候请把简历也附上），依托机器学习&深度学习技术，以提升用户活跃度、消费效率、用户黏性与规模为目标，提供更佳优质的关注流产品。这些年，我们做了一些事，有一定成果，但仍然有很多问题与困难需要解决。很期待您的加入。【您来了干什么】?1.?参与信息流算法策略研究与开发。2.?参与用户行为分析与特征挖掘。3.?参与机器学习&深度学习模型开发与优化。【需要您具备的能力】?1.?计算机或相关专业本科及以上学历。2.?熟悉Unix/Linux环境开发，熟练掌握C/C++/Java/Scala/Python等一种以上编程语言。3.?具备良好的机器学习算法及策略分析能力。4.?聪明。【我们更喜欢】1.?熟练掌握Hive/Redis/MySQL/HBase/Hdfs/Zookeeper等一种以上组件。2.?熟练掌握Hadoop/Spark/Storm/Tensorflow/Caffe等一种以上处理框架；有大数据平台相关开发、实践经验。3.?熟悉机器学习和推荐相关系统和算法。4.?互联网机器学习相关岗位从业经历。【我们能提供】1.?钱。2.?你喜欢做的事。3.?优秀的同事。4.?健康的团队氛围。5.?学术会议讲师机会。,机器学习工程师,30000,2000人以上,上市公司,不限
772,"五险一金,免费零食,人工智能,大牛多",深圳,本科,移动互联网,"'节日礼物', '带薪年假', '年度旅游', '开放务实'","职位描述：职位描述：1.负责机器学习平台的架构设计与开发工作2.负责?Kubernetes编排服务框架的集成与开发工作职位要求：1.熟练掌握?C/C++、Go、Python或java至少一门语言编程语言2.熟悉?Linux/Unix操作系统3.对集群架构感兴趣4.工作激情，有良好的团队协作精神，富有责任心，能承受一定强度的工作压力加分项：1.掌握?kubernetes编排框架以及能对它们进行二次开发者优先2.熟悉容器平台网络性能调优以及网络解决方案，如?Flannel等开源技术者优先3.对大规模集群、负载均衡、自动化方面有经验者优先4.有过?OpenStack相关开发工作经验者优先5.熟悉?Linux网络基础，如?iptables,tun/tap,vlan／vxlan，LinuxBridge,OpenvSwitch、Openflow等技术者优先。",机器学习工程师,30000,500-2000人,A轮,3-5年
774,"核心业务,团队一流,氛围好,福利佳",北京,本科,移动互联网,"'技能培训', '节日礼物', '带薪年假', '无息住房贷款'","职位描述：工作职责1.??????根据互联网金融场景进行模型的高效开发、部署和监控2.??????负责机器学习平台/深度学习算法平台的建设3.??????跟踪、研究及转化机器学习/深度学习等前沿技术?任职资格1.??????精通常见的机器学习算法比如LR,RF,GBDT,XGboost等，并能根据业务场景快速将模型落地、部署和监控；有较强的算法分析和实现能力2.??????熟悉大数据系统Spark/hadoop/Hive等数据读取、存储、分析的核心原理及应用3.??????熟悉深度学习理论，精通至少一种深度学习框架（tensorflow/keras/pytorch）等，有深度学习实际项目部署和应用经验4.??????熟悉Java/Python，具备较强的Linux下开发经验5.??????计算机/数学相关专业硕士以上学历，3年以上机器学习/深度学习算法经验；博士2年以上；本科5年以上6.??????乐观积极，敢于面对挑战?",机器学习工程师,35000,2000人以上,不需要融资,3-5年
775,"发展平台,福利待遇",深圳,硕士,其他,"'免费班车', '成长空间', '年度旅游', '岗位晋升'",职位描述：硕士及以上学历，计算机、应用数学、模式识别、人工智能、统计学等专业；对机器学习、数据挖掘、概率统计，最优化等算法原理及其在互联网行业的应用有深入的理解和浓厚的兴趣；有深度学习，强化学习，海量数据处理和并行计算开发经验者优先；基础扎实，编码过关，熟悉常用的算法和数据结构；熟悉Linux操作系统开发环境，熟悉C++。,机器学习工程师,37500,2000人以上,上市公司,1-3年
776,"金融科技,解决食宿,期权奖励",上海,硕士,企业服务,"'股票期权', '专项奖金', '带薪年假', '扁平管理'",职位描述：职责1.?利用数据挖掘、机器学习、深度学习等相关算法，解决核心业务需求2.?基于用户信息数据，行为数据及其他相关数据建立数据模型，解决风控问题3.?设计并提供机器学习服务，应用于核心业务4.?分析调研业务流程与特征，探索新技术在业务流程优化中的应用?岗位要求1.?扎实的计算机及数学基础，熟练掌握各种常见算法2.?熟悉常见的数据挖掘/机器学习算法及常用框架，有三年以上的相关研究或开发经验?3.?精通?Java/python语言开发，熟悉主流数据库的使用4?有自然语言处理/推荐系统/大规模数据分析系统设计经验优先5.?有保险或金融行业经验者优先6.?具有很强的自我驱动力和团队合作精神，思路清晰，交流能力强?,机器学习工程师,45000,少于15人,天使轮,3-5年
777,"弹性工作,学习分享,成长空间,薪酬福利",杭州,本科,企业服务,"'期权激励', '住房补贴', '全额公积金', '年底双薪'",职位描述：岗位职责：负责规划设计机器学习平台，设计产品功能，负责产品的迭代，交付负责机器学习平台商业化相关工作，和业务方及客户沟通拓展商业应用负责平台相关产品市场调研和竞品分析岗位要求：本科或以上学历有企业级软件产品设计经验，兼有互联网产品设计经验者优先熟悉大数据，云计算，人工智能相关产品经验优先熟悉Azuremachinelearning，阿里云PAI，腾讯云TI-ML，百度机器学习平台BML等产品优先,机器学习工程师,27500,150-500人,B轮,3-5年
779,"平台大,氛围好,弹性工作制,成长快",北京,本科,移动互联网,"'年底双薪', '五险一金', '弹性工作', '节日礼物'",职位描述：工作职责-金融产品在商业渠道的获客策略模型，包括金融DSP、商业智能投放等产品的策略研发?-基于亿级别展现数据的点击率、转化率模型建模；负责商业投放渠道的机制和调价策略?-挖掘亿级别用户的金融画像标签；充分刻画用户在金融产品方面的需求敏感度?-负责机器学习尤其是深度学习前沿问题的探索与研究，结合实际应用场景，提供全面技术解决方案任职资格-计算机或相关专业硕士以上学历，三年及以上工作经历?-熟悉linux平台、精通Python/C/C++等语言?-熟悉大规模数据挖掘、机器学习、深度学习、分布式计算等相关技术，并具备实际工作经验?-具备大数据的处理能力，熟练掌握Hadoop、MPI等分布式环境的使用?-具备搜索推荐、广告投放等相关经验?-良好的逻辑思维能力，和数据敏感度，能够从海量数据中发现有价值的规律?-优秀的分析和解决问题的能力，对挑战性问题充满激情?-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神?-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格?,机器学习工程师,30000,500-2000人,A轮,3-5年
780,前沿,南京,本科,O2O,"'专项奖金', '绩效奖金', '股票期权', '帅哥多'",职位描述：岗位职责：岗位职责：数据分析、数据挖掘、行为预测模型开发。任职要求：1.985/211本科以上学历，计算机、统计学、数学、运筹学等相关专业，有相关工作经验；2.精通常用的机器学习/数据挖掘算法，精通运筹学／优化模型；3.精通R、Python、Java、Scala一种或几种语言，熟悉Linux开发环境；4.熟悉Hive、Spark等大数据处理技术；有完整的数据挖掘、优化算法产品、模型、系统搭建实施经验；5.较强的动手实践能力、代码工程经验，逻辑思维强。,机器学习工程师,22500,2000人以上,上市公司,不限
781,"团队一流,核心业务,薪资福利佳,大牛多",北京,硕士,移动互联网,"'技能培训', '节日礼物', '带薪年假', '无息住房贷款'","职位描述：工作职责:1.根据互联网金融场景进行模型的高效开发、部署和监控2.负责机器学习平台/深度学习算法平台的建设3.跟踪、研究及转化机器学习/深度学习等前沿技术任职资格:1.精通常见的机器学习算法比如LR,RF,GBDT,XGboost等，并能根据业务场景快速将模型落地、部署和监控；有较强的算法分析和实现能力2.熟悉大数据系统Spark/hadoop/Hive等数据读取、存储、分析的核心原理及应用3.熟悉深度学习理论，精通至少一种深度学习框架（tensorflow/keras/pytorch）等，有深度学习实际项目部署和应用经验4.熟悉Java/Python，具备较强的Linux下开发经验5.计算机/数学相关专业硕士以上学历，3年以上机器学习/深度学习算法经验；博士2年以上；本科5年以上6.乐观积极，敢于面对挑战",机器学习工程师,40000,2000人以上,不需要融资,3-5年
785,"晋升快,发展多,机会多",北京,本科,移动互联网,"'股票期权', '岗位晋升', '五险一金', '高速成长'",职位描述：岗位职责：1、负责机器学习平台的选型、搭建；2、负责数据的策略建模、模型训练；3、负责策略的最优理论研究、落地；4、负责实现训练程序自动化训练脚本及流程、效率优化；5、负责并行训练平台的操作和维护。任职资格：1、熟悉机器学习算法，深度学习算法，熟悉tensorflow等框架，具有较强的数据结构和算法的能力，并能有效的应用于实际的问题；2、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；3、具有良好的沟通能力，和良好的团队合作精神，做事踏实稳重有条理。,机器学习工程师,30000,500-2000人,D轮及以上,3-5年
786,"高速发展,团队优秀,待遇丰厚",深圳,本科,移动互联网,"'高速增长', '股票期权', '小而精', '扁平管理'","职位描述：?岗位描述:1.负责模型的优化和上线，监控模型关键指标，发现和优化模型存在问题。2.程序性能优化，提升CPU/GPU利用率，以及深度学习分布式计算的框架搭建优化工作。3.移动端性能优化岗位要求:1.熟练掌握深度学习各项技能，CNN，LSTM，Attention等2.熟悉各种深度学习框架，keras,pytorch,tensorflow,有实际应用的优先3.熟悉自然语言处理，文本挖掘，topicmodel等，对其中某方面核心算法理解透彻，有实际建模经验者或者并行化经验者优先；4.熟悉python、Java等编程语言",机器学习工程师,45000,150-500人,B轮,3-5年
787,"智能家居,氛围轻松,下午茶",深圳,硕士,移动互联网,"'绩效奖金', '年终分红', '股票期权', '专项奖金'","职位描述：岗位职责：1)基于用户家庭场景数据，包括各类智能设备、传感器和外部数据，通过机器学习技术主动学习用户偏好并推荐合适的设备动作2)配合AI产品经理完成需求评估、数据采集、模型优化及模型上线工作任职要求：1)国内211/985或国外知名院校计算机、软件工程、数学或信号处理专业硕士毕业，2年以上机器学习项目实际经验2)良好的数学基础、机器学习算法基础，对特征设计、模型选择、参数调优有良好的能力；熟悉lr/svm/boosting/cnn/lstm等方法?3)能够熟练使用Scikit-Learn、Pandas、Numpy、Tensorflow等框架，能使用Python,C/C++实现相关算法4)有一定的产品思维，需要深入了解家庭场景，根据产品需求及当前可用的数据设计损失函数5)良好的团队合作意识、沟通能力6)有智能家居、物联网从业经验者优先",机器学习工程师,22500,2000人以上,上市公司,1-3年
789,技术氛围浓厚，技术大牛共事,成都,本科,企业服务,"'股票期权', '年底双薪', '绩效奖金', '带薪年假'","职位描述：我们是谁：小多科技(www.xiaoduotech.com)我们专注于人工智能,智能客服机器人软件研发.在电商平台帮助商家提升服务和营销效率,无人值守促成订单的概率超过30%.在同类产品中用户数第一.累积用户超过1万家,应答次数超过2亿次.20?人的小团队?你要做的事：分析数据、发现问题,负责对话机器人核心算法的设计和实现;对已有的算法进行效果优化;配合团队完成智能后台系统的搭建,根据实际运行情况不断优化效果.?基本的要求：计算机,数学相关专业本科以上学历；理解常用的机器学习算法；一年以上机器学习、自然语言处理、数据挖掘的项目经验；工程实现能力强，有系统思维；学习能力强，热爱机器学习、数据挖掘、自然语言处理相关技术；理解深度学习，从事过对话机器人相关项目优先。?优先的条件：工程能力强",机器学习工程师,22500,50-150人,A轮,1-3年
790,"薪酬给力,晋升快",北京,硕士,其他,,未知,机器学习工程师,65000,15-50人,不需要融资,3-5年
792,弹性工作制,北京,本科,移动互联网,"'年底双薪', '五险一金', '弹性工作', '节日礼物'",职位描述：工作职责：??1.????????对多种安全数据源进行深度分析、数据挖掘。??2.?????????通过海量数据的安全分析，发现出网络存在的威胁行为。??3.????????能够应用安全检测模型解决实际问题。??任职要求：??1.?????????熟悉数据挖掘、机器学习/深度学习算法，掌握RNN系列、LSTM等模型，熟悉一个或多个深度学习框架使用（如tensorflow/caffe/MXNet/PaddlePaddle）。??2.????????掌握利用分析算法实现各种安全检测的方法。??3.?????????对数据敏感，并有通过数据挖掘解决实际问题的实践经验。??4.?????????熟悉C++/python/scala/java/R等其中一门编程语言。加分项：??1.?????????有安全领域工作经验者特别是具有安全领域大数据工作经验背景优先。??2.?????????可以熟练使用大数据分布式计算平台，了解Hadoop、Spark等常用工具原理优先。??,机器学习工程师,22500,500-2000人,A轮,1-3年
793,"福利优厚,发展空间大,活力满满,工作环境",深圳,硕士,移动互联网,"'年底双薪', '绩效奖金', '交通补助', '带薪年假'","职位描述：岗位职责：负责机器学习相关技术的应用开发。任职要求：机器学习相关专业硕士及以上学历，有独立项目经验；熟练掌握机器学习基本算法，熟悉人工神经网络及深度学习，了解不同的深度学习框架；有基于任何一种深度学习工具（如Caffe,CNTK,TensorFlow,Theano,Torch等）的实际工程经验，能参考文献实现算法；熟悉OpenCV等图像视觉库，有相关实际工程经验；良好的数学基础及较强的工程能力，熟练掌握C++编程，学习能力强;具备良好的团队合作精神和沟通表达能力；",机器学习工程师,27000,50-150人,A轮,3-5年
794,"扁平管理,六险二金,免费三餐,弹性工作",北京,本科,移动互联网,"'股票期权', '带薪年假', '绩效奖金', '扁平管理'",职位描述：工作职责:1.链家网搜索算法架构设计与研发2.搜索Ranking研究，关注排序效果CTR和转化效果CVR任职资格:1.计算机相关专业统招本科以上学历，2年以上相关工作经验；2.有较强的算法基础和Java\Python\C++编码能力。3.熟悉linux环境，熟悉shell编程；4.具有统计或数据挖掘背景，并对机器学习算法和理论有较深入的研究?????5.在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括LTR、LR、FTRL、SVM、GBDT、ReinforcementLearning、DeepLearning?6.深入理解全文搜索，熟悉倒排索引、中文分词、排序、Query分析等相关技术；7.熟悉lucene/solr/elasticsearch至少其中1项，并有深入理解8.有大规模数据挖掘经验者优先,机器学习工程师,45000,2000人以上,C轮,3-5年
795,"福利优厚,发展空间大,活力满满,工作环境",深圳,硕士,移动互联网,"'年底双薪', '绩效奖金', '交通补助', '带薪年假'","职位描述：岗位职责：负责机器学习相关技术的应用开发。任职要求：机器学习相关专业硕士及以上学历，有独立项目经验；熟练掌握机器学习基本算法，熟悉人工神经网络及深度学习，了解不同的深度学习框架；有基于任何一种深度学习工具（如Caffe,CNTK,TensorFlow,Theano,Torch等）的实际工程经验，能参考文献实现算法；熟悉OpenCV等图像视觉库，有相关实际工程经验；良好的数学基础及较强的工程能力，熟练掌握C++编程，学习能力强;具备良好的团队合作精神和沟通表达能力；",机器学习工程师,27000,50-150人,A轮,3-5年
796,"薪资高,年终多,有期权",深圳,本科,移动互联网,"'美女如云', '股票期权', '高速发展', '扁平管理'",职位描述：【工作职责】1.负责不同国家海量数据的抓取，抽取、消重、分类、聚类、过滤等架构的设计；2.负责采用NLP/MachineLearning等技术构建高可用数据模型。【岗位要求】1.重点统招本科及以上学历；2.有扎实的计算机基础，熟悉常用数据结构、算法、设计模式；3.至少熟练掌握Python/Java/C++其中一种语言，良好的编码风格，强悍的编码能力，有代码洁癖者加分；4.熟悉爬虫/搜索系统，有过海量数据爬虫/搜索系统设计经验者加分；5.熟悉基本的NLP概念和算法，有过分类/聚类等机器学习经验者加分；6.可以接受高强度工作。,机器学习工程师,30000,500-2000人,C轮,1-3年
797,前沿,南京,本科,O2O,"'专项奖金', '绩效奖金', '股票期权', '帅哥多'",职位描述：岗位职责：1.根据业务需要，设计和开发个性化推荐、精准营销、智能诊断分析等领域的算法模型；2.算法系统和产品的工程化；任职要求：1.985/211本科以上学历，计算机、统计学、数学等相关专业，3-5年相关工作经验；2.精通常用的机器学习/数据挖掘算法；3.精通R、Python、Java、Scala一种或几种语言，熟悉Linux开发环境；4.熟悉Hive、Spark等大数据处理技术；有完整的数据挖掘、优化算法产品、模型、系统搭建实施经验；5.较强的动手实践能力、代码工程经验，逻辑思维强。,机器学习工程师,37500,2000人以上,上市公司,不限
798,"不定期团建,下午茶,餐补,带薪年假",其他,本科,数据服务,,职位描述：岗位职责:1、负责计算机视觉、深度学习领域算法的研究；2、负责2D或者3D人脸识别相关的算法研究。任职要求：1、有较强的数学基础，能熟练阅读英文专业文献；2、具有机器学习/深度学习和计算机视觉/图像处理的学术背景或工作经历，2年以上工作经验；3、有较强的编程能力，熟练掌握C或C++，熟悉Python或MATLAB；4、熟悉下列领域之一：4.1熟悉传统机器学习常见算法（降维，回归和分类等）；4.2熟悉深度学习的基本原理和常见模型，至少掌握一种深度学习框架；5、加分项：有目标检测类和识别类算法（如人脸检测和识别、三维模型识别、行人检测比对和车牌检测与识别等）项目经历；有并行计算，分布式计算经验。6、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。?,机器学习工程师,23000,50-150人,未融资,3-5年
