id,advantage,city,education,industry,label,position_detail,position_name,salary,size,stage,work_year
566,"人工智能,大牛超多,晋升空间,不打卡",北京,本科,移动互联网,"'年底双薪', '带薪年假', '午餐补助', '定期体检'","职位描述：【工作职责】：1.?使用领先的数据挖掘和机器学习技术提供实际问题的优化方法和解决方案；2.?尝试、设计领先的机器学习算法、计算框架，提升机器学习系统执行效率；3.?对实际问题进行抽象，设计开发机器学习组件，降低解决方案的实现复杂度；4.?持续提升机器学习算法可用性和易用性，降低使用门槛；5.?创造更有价值的产品与服务，通过技术创新推动产品提升或客户业务增长。【任职要求】：1.?计算机相关专业本科及以上学历，有良好的数据结构、算法基础，熟悉Linux基本操作；2.?熟悉C++，了解Shell,Python,Java等常用编程语言，有良好的代码习惯；3.?对分布式计算框架（hadoop、spark等等）有较深了解；4.?有热情了解和尝试新算法、架构，较强的学习能力；5.?良好的逻辑思维能力，能清晰的梳理机器学习技术应用于实际问题的思路；6.?较强的沟通能力，能够逻辑清晰地进行自我表达，团队合作意识强，与人沟通积极主动。【加分项】（至少满足一项）：1.?对机器学习算法有较深的了解；2.?熟悉常见分布式机器学习框架（mlllib、tensorflow、mxnet等等）的底层设计；3.?有基于分布式软硬件的底层性能优化经验；4.?有基于分布式计算框架开发经验和大规模数据处理经验；5.?全面了解机器学习应用于实际问题的完整流程，有相关实际项目经验。",机器学习工程师,45000,500-2000人,B轮,不限
568,"空间大,薪酬高,福利多,大牛多",武汉,硕士,信息安全,"'""""'",职位描述：职位描述：岗位职责：负责视觉图像处理算法和机器学习算法的研究与开发，包括：1.机器学习训练数据的采集、整理，以及编写预处理工具集；2.视频分析算法、机器学习算法特别是深度学习算法的实现、优化和性能测试对比；3.面向嵌入式系统或者GPU的算法分析与优化加速模块的设计与实现；4.撰写发明专利、技术规范和软件文档，为工程和市场人员提供技术支持；5.跟踪掌握业界前沿的研究成果，并转化为工程可实现的算法。岗位要求：1.具有计算机、数学、自动化等相关专业本科及以上学历（硕士优先）；2.具有机器学习、图像处理、深度学习等领域的专业知识和项目经验（具备算法优化设计经验者优先）；3.精通C/C++、Python或Matlab等编程和算法设计工具，熟悉GPU或嵌入式系统编程；4.具有良好的沟通能力和表达能力，有较强的英文资料撰写阅读能力；5.正直诚信，具有团队合作精神，具有较强的责任心和工作热情，学习和抗压能力强。工作地址武汉市洪山区珞喻路876号华工科技产业大厦6楼,机器学习工程师,22500,500-2000人,不需要融资,不限
569,弹性工作制,北京,硕士,移动互联网,"'年底双薪', '五险一金', '弹性工作', '节日礼物'",职位描述：工作职责??-针对海量用户行为数据和内容信息，挖掘用户画像、特征??-负责根据实际风控场景，构建风控模型??-负责对接业务部门的风控需求，跟进风控模型的验证、实施部署和优化；并对接风控策略，根据风控表现给出策略分析和建议??-以上所述的风控模型包括但不限于：反欺诈模型、信用评分模型、授信决策模型、失联预测模型、监控预警模型、催收评分模型等??-基于对业务的深入理解，研究前沿的AI技术，并应用于业务中解决实际问题??任职资格??-3年以上数据挖掘、机器学习、自然语言处理、分布式计算的工作经验??-计算机、金融、统计、数学等相关专业背景优先??-熟悉Linux开发环境??-熟悉C\C++、JAVA、Python中至少一种语言，有良好的编程习惯??-熟悉Hadoop原理，能编写复杂MapReduce任务，至少熟悉Hbase/Hive/Spark中一种应用??-对数据结构和算法设计有较好的基础??-熟练使用R、SAS、SPSS、Python等至少一种数据挖掘工具??-熟悉常见统计建模算法、机器学习算法，并有相关项目经验和深刻的理解??-有清晰的逻辑思维，能理解统计分析要求，数据处理认真细致??-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神??-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格????,数据挖掘工程师,45000,500-2000人,A轮,3-5年
570,"大牛,人性化管理,靠谱团队,技术氛围好",杭州,硕士,移动互联网,"'股票期权', '年底双薪', '定期体检', '弹性工作'","职位描述：研究深度学习（包括各种神经网络结构与应用）或计算机视觉各个领域（目标检测识别等）中核心算法将上述核心算法和模型应用到医疗领域的现实场景中，并针对应用场景进行优化和定制等将算法高效地实现到多种不同平台和框架上，并基于对平台和框架的内部机制的理解，持续对算法和模型实现进行优化支持公司在医疗领域相关应用产品的研究、开发、文档撰写工作；岗位要求：机器学习/模式识别及其他相关领域硕士及以上学历，在深度学习领域有较深的理论或实验室研究经验良好的算法基础，扎实的编程功底，有较大型项目的开发经验能够熟练使用OpenCV，精通C/C++，Python,golang等，熟悉Linux开发环境善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。有以下经验者优先：具有常用的CNN/RNN模型之外深度学习相关经验，熟悉常用的深度学习软件（如caffe，pytorch等）在相关方向知名国际会议发表过论文（如CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等）参加过国际国内算法类竞赛，并取得一定名次者",机器学习工程师,30000,150-500人,B轮,不限
571,"弹性工作制,双休",北京,本科,移动互联网,"'年底双薪', '五险一金', '弹性工作', '节日礼物'","职位描述：""工作职责??-金融产品在商业渠道的获客策略模型，包括金融DSP、商业智能投放等产品的策略研发??-基于亿级别展现数据的点击率、转化率模型建模；负责商业投放渠道的机制和调价策略??-挖掘亿级别用户的金融画像标签；充分刻画用户在金融产品方面的需求敏感度??-负责机器学习尤其是深度学习前沿问题的探索与研究，结合实际应用场景，提供全面技术解决方案??任职资格??-计算机或相关专业硕士以上学历，三年及以上工作经历??-熟悉linux平台、精通Python/C/C++等语言??-熟悉大规模数据挖掘、机器学习、深度学习、分布式计算等相关技术，并具备实际工作经验??-具备大数据的处理能力，熟练掌握Hadoop、MPI等分布式环境的使用??-具备搜索推荐、广告投放等相关经验??-良好的逻辑思维能力，和数据敏感度，能够从海量数据中发现有价值的规律??-优秀的分析和解决问题的能力，对挑战性问题充满激情??-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神??-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格????""??",机器学习工程师,22500,500-2000人,A轮,1-3年
572,亿级用户 给力薪酬 高速发展,深圳,本科,移动互联网,"'丰厚年终', '扁平管理', '追求极致', '本分'",职位描述：1.?负责参与OPPO广告系统排序算法、个性化推荐、数据化运营等技术方向的研究2.?负责广告检索、排序、触发算法研究及实现3.?广告大数据挖掘及大规模机器学习算法平台实现4.?负责用户画像、广告理解及用户体验建模能力要求：1．熟悉Linux开发环境，精通C/C++或Java，熟悉Python2．熟悉海量数据处理及分布式系统，如Hadoop、Spark3．有NLP、机器学习（如LR、GBDT、DNN、在线学习等）知识背景4．有计算广告、推荐系统、搜索引擎开发经验者优先5．优秀的团队合作意识及分析问题、解决问题能力6．本科及以上学历，硕士、博士优先,机器学习工程师,27500,2000人以上,不需要融资,3-5年
573,"扁平,领导好,机会大,福利好",北京,硕士,移动互联网,,职位描述：一、工作内容/职位描述：1、负责文本处理、语义分析、分类聚类、情绪识别等算法的研发工作；2、负责基于文本语义的客服知识库构建，知识挖掘，以及构建基于知识库的智能应用；3、负责构建基于文本的智能应答系统以及优化提升。二、任职资格：教育：硕士或以上学历；知识：具备计算机软件、数据挖掘，机器学习，模式识别，信号处理等相关专业知识；技能：有数据挖掘、机器学习相关算法的研究、开发和应用能力；熟悉某一种或几种脚本语言，具备良好的C/C++编程基础，有一定的项目经验；有过开源自然语言处理工具的使用经验者优先；熟悉自然语言处理领域基本理论和方法；对数据结构和算法设计有较为深刻的理解；经验：具有3年以上研发经验。?,机器学习工程师,22500,2000人以上,不需要融资,3-5年
574,"人工智能,快速成长,弹性工作,年终奖丰厚",北京,本科,医疗健康,"'午餐补助', '股票期权', '定期体检', '弹性工作'",职位描述：岗位职责：1、为机器学习的研发与部署提供工程与开发支持2、设计、架构与封装与机器学习相关的库与框架3、实现与评测机器学习的各种模型与算法4、优化神经网络的预测任职要求：1、具有扎实的的数学与机器学习基础2、具有神经网络模型的研发经验，熟练运用常见的深度学习框架，如TensorFlow或MXNet3、具有软件开发经验4、至少精通一门计算机语言掌握以下技能者加分哦：1、熟练掌握C/C++或者Go2、具有CUDA开发经验3、具有多线程、并行计算开发经验4、具有神经网络模型压缩、优化经验，了解神经网络的quantization5、具有大规模多服务系统的开发经验，了解gRPC与ProtocolBuffers,机器学习工程师,30000,150-500人,B轮,3-5年
575,"顶级团队,待遇优厚,人工智能,知识图谱",北京,本科,移动互联网,"'年底双薪', '定期体检', '股票期权', '带薪年假'",职位描述：职责描述：机器翻译相关算法的研发及现有机器翻译系统的持续优化机器翻译离线数据处理及分析跟进机器翻译及相关NLP技术的学术和行业最新进展任职要求：3年以上NLP或机器学习相关科研或工作经验，熟练掌握所属领域的主流机器学习算法扎实的编程和算法基础，熟练掌握至少一种编程语言（Python、C/C++、Java、C#等）熟悉深度学习并掌握至少一个深度学习框架（Tensorflow、theano、torch、caffe等）具备Linux平台下的开发能力良好的数学基础和英文阅读能力自我驱动力强在机器翻译、Chatbot、QA、语音识别、搜索、广告、推荐等领域有实战经验者优先在顶级机器学习和AI领域会议和期刊上发表过文章者优先具有BAT、微软等公司工作经验者优先,机器学习工程师,45000,15-50人,A轮,1-3年
576,"技术大牛,微软系,不打卡,福利丰厚",北京,硕士,其他,"'年底双薪', '带薪年假', '绩效奖金', '专项奖金'",职位描述：机器学习工程师：工作职责：?1、使用机器学习算法解决常见的业务问题，使用的算法包括常用的图像处理、自然语言处理算法、机器学习推荐算法等；?2、挖掘各种来源的非结构化数据；3、对数据进行建模，分析影响系统的关键因素，规划、设计和实现新的解决方案，评估并优化模型；?任职要求：1、计算机、数学或相关专业本科以上学历；?2、一年以上机器学习项目经验，有深度学习项目经验优先，善于将业务问题抽象为机器学习问题；3、熟悉常用的分类聚类算法，清楚了解算法原理并能做一定的改进；4、了解深度学习模型如CNN、RNN、GAN等；5、熟悉常用参数调整策略；6、熟练掌握JavaPython一种或多种；7、熟悉常用的深度学习计算框架scikitlearn、对tensorflow熟悉者优先。8、熟悉大数据开发者优先,机器学习工程师,22500,15-50人,不需要融资,1-3年
577,"五险一金,员工旅游,餐补,通讯补助",北京,本科,移动互联网,"'高薪', '股票期权', '内荐重奖', '餐补话补'",职位描述：工作职责：1.与客户沟通，了解业务逻辑与需求，分解出可优化的问题；2.针对客户需要优化的核心问题，结合业务数据情况，使用最先进的机器学习和数据挖掘技术，提出合理的解决方案；3.应用场景包括但不限于：用户画像标签挖掘、知识图谱挖掘、反欺诈模型等。任职要求：1.计算机、自动化控制、运筹学、统计等相关专业背景，硕士及以上学历2.熟悉Linux开发环境，具有扎实的编程基础（熟练使用C++/Python/Shell/Scala等），有大数据处理经验者优先（熟悉Hadoop或者Spark等分布式处理平台）；3.扎实的数学、机器学习和数据挖掘基础，在以下至少一个领域有深入研究，及三年以上的工作项目经历；4.熟悉一个或多个常见的ML/DL/NLP开源工具库，如SparkML、Caffe、Tensorflow、Sklearn等，能够快速实现新的想法；5.积极主动，优秀的分析问题和解决问题能力；6.具有良好的沟通表达能力，具备较强的团队合作意识。,机器学习工程师,27500,50-150人,B轮,3-5年
578,团队氛围,北京,硕士,金融,"'岗位晋升', '股票期权', '绩效奖金', '定期体检'",职位描述：岗位职责1.探索机器学习算法在互金中应用2.从历史数据中提炼出一定规律，为业务方提供可行的策略3.基于历史数据和专家经验，通过有监督和无监督的方法结合，建立针对现金贷、催收等业务的预测模型，并持续优化；4.对算法模型提供可解释性5.追踪行业的前沿技术?任职要求1.硕士及以上学历2.在机器学习或统计学习建模领域拥有1年以上实际工作经验；3.编程基础扎实，有超过1年以上java或Python实际开发经验4.至少深刻理解分类，聚类，回归算法中某一类，了解常用评估指标5.具有一定的数据分析能力，对业务和数据敏感6.有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先?,机器学习工程师,27000,2000人以上,不需要融资,3-5年
580,年底双薪,上海,本科,移动互联网,"'绩效奖金', '年底双薪', '股票期权', '交通补助'",职位描述：工作职责：-负责机器学习、深度学习领域的技术研发工作，包括但不限于神经网络模型设计与优化、强化学习、迁移学习、主动学习、维度降低、核方法、谱方法、特征提取与稀疏学习、等级学习、推荐、随机优化等的算法和系统研发；-对计算机视觉、语音识别、自然语言处理等某个领域内提供模型支持；-负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。工作要求：-本科以上学历，计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、语音识别等领域的计算机科学、电子工程或其它人工智能相关专业毕业；-有机器学习、深度学习、人工智能、计算机视觉等领域全球领先企业的工作经验者优先；-精通至少一种编程语言，包括但不限于Java、go、C/C++、C#、Python等；-有深度学习学术或工程项目经验者优先考虑。,机器学习工程师,30000,2000人以上,D轮及以上,3-5年
581,"平台大,业务增长快,团队氛围好",北京,硕士,移动互联网,"'快速成长', '免费班车', '扁平管理', '技能培训'",职位描述：岗位描述:1、用机器学习/统计学习解决行为金融学建模问题；2、研究大规模分布式机器学习算法和架构，支持未来业务发展。任职资格:1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法；?3、熟悉Spark、Hadoop等分布式计算技术，具有SAS、R、Python等统计分析技能优先；?4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；5、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队。,机器学习工程师,30000,2000人以上,D轮及以上,3-5年
582,"周末双休,国内外游,弹性工作",上海,本科,移动互联网,"'年终分红', '五险一金', '定期体检', '弹性工作'","职位描述：【我们是谁？】?启维文化是一个开放、创新、团结、执行力强的新型互联网集团公司，专注于文化领域在互联网行业的各项发展。我们秉持着提升社会效率与创新两大原则。致力于发展为最大的年轻人文化媒体、发行、商品化互联网渠道，挖掘文化领域的年轻力量。启维文化集团主要业务为运营「echo回声」App与网站、旗下相关产品及MusicLens。详情可登录我们官网阅览。启维文化官网：www.kibey.comMusicLens官网：www.music-lens.com【我们能为你提供什么？】1）MacBook人手一台2）年度免费全身体检3）五险一金齐全，弹性工作时间，一天8小时即可4）每天不限量提供进口零食，好酒好茶好咖啡5）年度免费出国游or国内游。6）每地区的同事每季度享有一次团建，额度标准为300元/人7）满试用期的优秀员工，一年即可享有加薪及升职机会、8）公司将免费给满足期限员工购买商业保险职位描述1、利用机器学习、数据挖掘相关技术，解决核心业务需求2、基于用户行为、用户属性数据、音频数据等，挖掘用户和音频相关模型，用于推荐系统，搜索，广告等相关业务3、设计并开发机器学习服务，应用于线上产品和功能4、不断调研新技术在音乐流媒体领域的应用价值岗位要求：1、硕士以上学历，博士优先。统计学、计算机科学、数学、自然语言处理等相关专业2、具有丰富的数据挖掘实践经验，1年以上相关工作经验3、扎实的编程基础，精通至少一门编程语言(Java/Scala/C++)以及一门脚本语言(Python/Perl)4、拥有海量数据处理经验者优先，熟悉Spark,Hadoop等大数据库框架5、具有良好的商业敏感度和优秀的数据分析技能6、优秀的团队合作精神；负责；主动；敢于挑战7、优秀的英文文献阅读能力和理解能力有如下经验/能力者优先：1、参加数据挖掘相关比赛并且获得较高名次2、思路清晰而且又很强的自我驱动力3、语音处理以及深度学习相关实践经验",机器学习工程师,30000,150-500人,C轮,3-5年
583,空间大,北京,本科,移动互联网,,职位描述：职责描述：1、进行大数据文本分析和挖掘，包括分类，聚类，关键词提取，主题分析，序列分析、广告识别、情感分析等工作2、业界领先文本分类和挖掘算法的调研和评估任职要求：1、计算机或相关专业硕士以上学历?2、熟悉机器学习、自然语言处理等相关技术，并具备实际工作经验?3、熟悉文本处理相关技术，对重用算法原理有一定的了解4、熟悉linux下的C++或python语言开发，对数据结构和算法设计有扎实功底,机器学习工程师,37500,2000人以上,D轮及以上,不限
584,"五险一金,交通补,免费早餐,生日趴",北京,硕士,移动互联网,"'节日礼物', '股票期权', '带薪年假', '氛围轻松'","职位描述：岗位职责：1、使用自然语言处理，信息检索，机器学习等技术研发智能机器人；2、从海量知识库中挖掘数据，构建行业知识图谱，回答常见问题。岗位要求：1、自然语言处理/数据挖掘/计算机/数学等相关专业，2年左右工作经验；2、有很强的算法基础和编码能力，熟悉linux环境、Hadoop、Spark、Hive、python编程等；3、熟悉常见机器学习算法原理，熟练掌握并应用聚类、分类、回归、排序等模型解决实际业务问题；4、熟悉Tensorflow,Keras,sklearn等框架，numpy和pandas数据处理；5、有很强的分析和解决问题的能力，思路清晰，学习能力强，善于归纳、总结、推理；6、抗压能力强，心里素质佳，有优秀的团队合作意识，良好的沟通能力以及团队协调能力。",机器学习工程师,30000,150-500人,B轮,3-5年
585,"亿级用户,高速发展,组织氛围好,给力薪酬",北京,本科,移动互联网,"'丰厚年终', '扁平管理', '追求极致', '本分'",职位描述：岗位职责:1.负责语音助手意图识别，意图排序算法的实验、上线和优化2.负责算法的平台化，服务化工作，形成平台产品?招聘要求:1.211/958院校计算机、机器学习等相关专业本科学历三年以上工作经验，硕士学历两年以上工作经验2.熟悉C++开发语言，熟悉常用计算机数据结构和算法，熟悉linux工作环境3.掌握主流推荐算法(如协同过滤/LR等)，熟悉机器学习常用算法，有2年以上算法相关工作经验4.思维清晰，表达清楚，有工作激情?具有以下条件者优先考虑:1.大型互联网公司推荐系统经验2.熟悉hadoop/storm/spark等应用程序开发3.理解深度学习原理，并有一种主流深度学习框架应用经验,机器学习工程师,27500,2000人以上,不需要融资,3-5年
588,"六险一金,房补,不打卡,高薪高股",北京,本科,移动互联网,"'技能培训', '连续创业团队', '年度旅游', '扁平管理'",职位描述：工作职责:???横跨系统与算法的边界，设计高效的分布式机器学习系统，能高效灵活地支持机器学习模型训练；???调研和实现业界机器学习算法前沿进展，有自己见解，并结合应用到最右的业务场景中岗位要求:???在业界top的推荐系统做过至少2-3年相关的研发工作，深入理解机器学习的相关算法原理，实现以及应用场景???机器学习、分布式系统方向的计算机专业的研究生或优秀本科生；熟悉常见的分布式编程范式以及设计模式；有一定的分布式计算系统与机器学习相结合的理论和实践基础；???对技术研究和应用抱有浓厚兴趣，有强烈的上进心和责任感，善于思考和运用新知识；???扎实的C/C++和python编码功底，熟悉MPI/CUDA等高性能计算框架；???在ACM/ICPC，GoogleJam，TopCoder，百度之星等比赛取得优异成绩的优先；加分项：???思考过TensorFlow/MXNet/Caffe/Theano/Torch等的架构代码和设计逻辑的优先；???对大规模分布式机器学习系统实践经验者优先；???有发表NIPS/ACL/AAAI/ICML/IJCAI/EMNLP/SIGKDD/ICCV/CVPR/OSDI/SOSP等顶会论文的优先；???如果您乐于设计和实现高性能优雅的系统，而又想拥抱大规模机器学习带来的可能性，欢迎加入我们。,机器学习工程师,45000,150-500人,B轮,1-3年
589,"负责人岗位,前沿技术,扎实团队,数据量大",杭州,硕士,金融,,职位描述：NLP专家职位描述：1?带领团队进行对话、问答、知识图谱构建、搜索、推理等关键前沿技术的研发和项目落地工作职位要求：1?计算机、统计、数学及相关专业硕士学历。2?5年以上自然语言处理经验。3?在NLP职业生涯中有至少两项出色的成果，包括但不限于：学术界认可的学术论文，知名的工业级的产品落地。4?扎实的编程基础，熟练使用一种编程语言，如C/C++，Java，python等。5?有过硬深度学习基础，有过深度学习网络构建的经验。6?有团队管理经验或有潜力优先，思路清晰，责任心、主动性强，良好的自我驱动力。机器学习专家职位描述：1带领团队进行金融大数据驱动下的相关机器学习算法研发和项目落地工作?职位要求：1计算机、统计、数学及相关专业博士学历2在机器学习、深度学习、计算机视觉、语音识别、NLP，以及金融量化分析等某一领域有5年以上研发经验3扎实的编程基础，能熟练使用Caffe、Tensorflow、PyTorch及其它开源机器学习框架4良好的英语阅读能力，在机器学习领域顶级会议及期刊有论文发表的优先考虑（比如NIPS、ICML、ICLR、AAAI、IJCAI、KDD等）5对金融业务敏感，具备抽象思维，对于把AI的技术应用到金融业务场景产生商业价值具有强烈的热情6有团队管理经验或有潜力优先，思路清晰，责任心、主动性强，良好的自我驱动力,机器学习工程师,75000,2000人以上,上市公司,5-10年
590,"五险一金,年终奖,福利假,商业保险",南京,本科,其他,"'""""'","职位描述：工作地点：南京岗位职责1.负责重点生物识别方面算法设计和建模工作；2.负责机器学习、深度学习领域的算法模型研究工作；3.负责机器学习平台项目的技术研发，根据业务需求对相关工具、算法进行稳定性和性能优化。岗位要求1.985、211院校本科学历以上，计算机相关专业，两年及以上相关工作经验；2.善于学习新知识，动手能力强；有较好的团队协作能力和执行力；3.熟悉Linux开发环境，熟悉Java,熟练掌握python编程语言，代码能力强；4.对机器学习和数据挖掘的原理和算法有了解优先；5.精通主流机器学习算法，对贝叶斯、随机森林、SVM、神经网络、聚类、PCA等有深入应用和研究；6、机器学习和人工智能前沿有持续跟踪和应用转化；7.对机器学习框架TensorflowXGBOOSTLIBSVMLIBLINEAR等有深入应用者优先；8.有生物识别特征算法建模相关开发经验者优先。",机器学习工程师,22000,500-2000人,未融资,1-3年
591,"智能医疗,技术大咖,团队NB",北京,本科,移动互联网,"'管理人性化', '发展多元化', '培训全面化', '晋升机会多'",职位描述：职责：1基于数亿份病例数据构建各类诊疗模型，帮助医生提高诊疗准确率2结合医疗知识图谱等改进诊疗模型3相关大数据模型服务的构建及与其他系统的集成要求：1具备机器学习相关理论和算法实际研究经验，熟练实现目前已有各类基本算法，参与过相关实际项目2良好的建模能力，坚实的数据挖掘和统计学基础3熟练掌握java、python或c/c++等编程语言4具备分布式处理等大数据经验优先5具备医疗行业经验优先6英语阅读熟练，具备创新能力、学习能力、合作精神，具备独立动手解决问题的能力,机器学习工程师,37500,500-2000人,C轮,不限
592,"场景落地,大牛指导",北京,本科,移动互联网,"'""""'",职位描述：岗位职责：1.对公司的产品、市场或销售数据进行深入分析和建模，发现数据背后的特征规律和商业机会2.完成产品、市场或销售等部门的报表处理和数据提取需求3.负责业务核心指标的监控和跟踪分析，并对异常波动情况进行深入分析和问题定位4.参与讨论产品、市场或销售等部门的指标体系和统计需求5.参与完成面向客户的深度数据分析报告6.指导和培训数据分析师。7.依据数据主动发现流程改进和产品创新机会，并且说服产品和运营团队落地实施。岗位要求：1.统计、应用数学、计算机、计量经济、市场、金融、信息管理或相关专业本科及以上学历，2.统计基础扎实，熟练使用R/SPSS等数据挖掘软件。有机器学习模型实战经验优先。3.对业务逻辑和数据变化敏感，具备优秀的逻辑分析能力4.熟练使用Excel和SQL，有Hive使用经验者优先5.学习沟通能力强，能快速熟悉理解复杂业务6.表达能力优秀，擅长书写分析报告，两年及以上商业分析或者网站分析经验7.在口头汇报中面临挑战和质疑能够展现专业的数据能力和说服力。8.具备大局意识，突破部门壁垒、推进数据项目落地交付。职业发展方向：1.???数据分析专家2.???数据团队经理3.???数据产品经理4.???数据挖掘工程师5.???机器学习工程师,数据分析师,45000,少于15人,未融资,1-3年
594,"职位晋升,年终奖,年度体检,年度旅游",上海,本科,移动互联网,"'金融科技银行', '技术创新驱动', '奋斗独立改变', '一年两次调薪'",职位描述：工作职责：1、负责项目中机器学习相关的研发工作；2、优化算法模型效率，满足不同场景下的上线需求；3、与算法相关的数据加工、清理、处理、分析工作；4、能有效挖掘业务需求，梳理业务逻辑，抽象出合适的问题模型。任职资格：1、全日制本科及以上学历，计算机相关专业，一年以上图像识别、用户画像、广告、推荐系统等任何一个领域有实践经验；2、熟练掌握分类、聚类、回归、降维等经典机器学习算法和技术，能够根据实际问题选择合适的模型和算法并进行相应的开发；3、熟悉常用数据结构，具备扎实的算法基本功，熟悉java\scala\Python\c++\go等编程语言；编程能力强，代码爱好者加分；4、良好的业务理解能力和逻辑思维能力，能够从海量数据中发现关键特征，出色的问题分析及解决能力；5、熟练SparkML/Tensorflow等机器学习框架，有大数据处理经验，熟练部署与使用Hadoop/Spark集群的优先；6、具有良好的沟通能力，有责任心，有良好的学习能力，具备优秀的沟通能力和团队精神。,机器学习工程师,37500,2000人以上,上市公司,3-5年
595,团队分享、部门旅游、晋升空间、奖金丰厚,北京,本科,电子商务,"'节日礼物', '技能培训', '免费班车', '带薪年假'",职位描述：岗位职责：1.负责网易门户推荐系统、智能匹配等业务的建设2.负责海量内容和用户数据的分析和挖掘、建模，快速迭代算法，提升算法效果3.参与搭建和实现大规模机器学习排序模型，自然语言处理模型等4.参与建立公司级的用户画像体系，为数据分析、算法推荐提供支持职位要求：1.两年以上相关领域工作经验2.扎实的操作系统，数据结构及算法基础3.熟悉C++、java等主流开发语言，熟悉shellorpython等脚本语言4.掌握常用机器学习、自然语言、最优化算法。具备扎实的概率统计基础，有较深理论功底和相关实践经验者优先。5.具备良好的分析和解决问题的能力，具备一定的钻研精神和持续学习的意愿，强烈的责任感和团队感，对负有挑战性的工作充满热情,数据挖掘工程师,37500,2000人以上,上市公司,3-5年
596,弹性工作制,北京,硕士,移动互联网,"'年底双薪', '五险一金', '弹性工作', '节日礼物'",职位描述：工作职责??-金融产品在商业渠道的获客策略模型，包括金融DSP、商业智能投放等产品的策略研发??-基于亿级别展现数据的点击率、转化率模型建模；负责商业投放渠道的机制和调价策略??-挖掘亿级别用户的金融画像标签；充分刻画用户在金融产品方面的需求敏感度??-负责机器学习尤其是深度学习前沿问题的探索与研究，结合实际应用场景，提供全面技术解决方案??任职资格??-计算机或相关专业硕士以上学历，三年及以上工作经历??-熟悉linux平台、精通Python/C/C++等语言??-熟悉大规模数据挖掘、机器学习、深度学习、分布式计算等相关技术，并具备实际工作经验??-具备大数据的处理能力，熟练掌握Hadoop、MPI等分布式环境的使用??-具备搜索推荐、广告投放等相关经验-良好的逻辑思维能力，和数据敏感度，能够从海量数据中发现有价值的规律??-优秀的分析和解决问题的能力，对挑战性问题充满激情??-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神??-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格?????,机器学习工程师,22500,500-2000人,A轮,1-3年
597,"大牛团队,人工智能,金融科技,期权激励",上海,硕士,数据服务,"'股票期权', '美女多', '领导好', '扁平管理'","职位描述：-985硕士及以上学历，博士优先；-计算机、统计、应用数学或相关专业；-5年以上的机器学习、数据挖掘、推荐系统等领域的科研/开发经验；-精通常见的在线与离线大数据系统，如MySQL,Hive,HBase,ES等的工作原理与开发调优；-国内外主要学术期刊发表文章的优先，相关领域开源社区committer或contributor优先；-有自主学习能力，良好团队沟通能力，有创业激情和抗压能力。",机器学习工程师,32500,15-50人,天使轮,3-5年
599,"硅谷团队,一线创投,前沿科技",深圳,硕士,移动互联网,"'扁平管理', '弹性工作', '股票期权', '带薪年假'",职位描述：AboutMaxfun：?一满乐通过合适的算法对客户的数据进行建模分析，向客户提供极高的商业决策支持，将冰冷的数据转化为商业价值，帮助企业解决问题、提高运转效率、降低成本。?我们的团队技术过硬，活泼年轻（85-90后），工作氛围开放，市场前景广阔。职位诱惑：硅谷团队，一线创投，前沿科技岗位职责：1、面对实际业务场景的问题，选择适当的机器学习算法进行建模和优化；2、关注机器学习以及深度学习相关最新动态并转化到实际应用场景。?任职要求：1、硕士及以上学历，数学、计算机、运筹学、统计学相关专业；2、有3年以上推荐算法/机器学习相关项目经验，对机器学习有扎实的基本功，深入了解常用算法原理和应用场景，并能够用之解决问题；3、能结合业务场景，熟练运用逻辑回归、分类、聚类、神经网络等机器学习算法解决实际问题，有深度学习、增强学习项目经验者优先；4、能够熟练使用Python及常用的算法库，如sklearn、keras、tensorflow等；5、有大数据处理经验者优先，如hadoop、spark、sparkMllib等。欢迎您的到来！,机器学习工程师,40000,15-50人,A轮,3-5年
